UserName;AlarmDetail;SystemDate;Company;ActivityDescription;Severity
rsayin;ATLAS Kritik Objeler;3.11.2026 01:20;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
appuser;SRVDNZ Kritik Objeler;24.01.2025 18:36;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;DENIZ Kritik Objeler;4.02.2025 12:54;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;ATLAS Kritik Objeler;22.12.2025 06:18;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
admin31;Alert Description: Trigger Activities - All Database | Alert ID: 599140 | DB User Name: \ user466;30.08.2025 02:39;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
appuser;DENIZ Kritik Objeler;15.10.2026 05:34;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;Alert Description: Trigger Activities - All Database | Alert ID: 574260 | DB User Name: \ user364;2.05.2025 04:28;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
appuser;SRVDNZ Kritik Objeler;15.01.2026 02:12;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser67;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user324;27.05.2026 15:26;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
keskinme;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user209;24.01.2026 02:44;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
appuser;DENIZ Kritik Objeler;16.10.2026 09:10;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;DENIZ Kritik Objeler;10.04.2025 16:42;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
tyilmaz;ATLAS Kritik Objeler;7.04.2026 17:51;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;Alert Description: KT Yakut Kritik Objeler | Alert ID: 528641 | DB User Name: \ user355;22.11.2025 06:40;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;Alert Description: Authorized User Changed | Alert ID: 576936 | DB User Name: \ user332;8.10.2025 11:24;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
scakici;Alert Description: Trigger Activities - All Database | Alert ID: 527138 | DB User Name: \ user320;7.10.2025 09:43;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user200;4.02.2025 02:35;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
appuser;Alert Description: Authorized User Changed | Alert ID: 556656 | DB User Name: \ user274;22.03.2025 02:41;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
appuser;Alert Description: KT Yakut Kritik Objeler | Alert ID: 502661 | DB User Name: \ user247;3.06.2025 17:38;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user194;20.06.2026 12:39;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser96;Alert Description: Trigger Activities - All Database | Alert ID: 563251 | DB User Name: \ user274;17.08.2026 00:46;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
appuser;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user272;8.07.2026 09:24;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
audituser;Alert Description: Authorized User Changed | Alert ID: 553269 | DB User Name: \ user322;13.03.2026 16:44;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
admin77;Alert Description: Authorized User Changed | Alert ID: 550187 | DB User Name: \ user323;6.08.2026 14:27;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
appuser;Alert Description: Trigger Activities - All Database | Alert ID: 597240 | DB User Name: \ user67;14.11.2025 19:57;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
scakici;Alert Description: KT Yakut Kritik Objeler | Alert ID: 517210 | DB User Name: \ user443;29.11.2026 02:45;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
dbuser44;SRVDNZ Kritik Objeler;3.06.2026 03:08;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
scakici;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user471;19.09.2025 08:32;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
admin26;Alert Description: Authorized User Changed | Alert ID: 519025 | DB User Name: \ user19;11.06.2026 15:20;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
appuser;ATLAS Kritik Objeler;29.08.2026 17:39;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
dbuser27;SRVDNZ Kritik Objeler;20.03.2025 16:06;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;Alert Description: Trigger Activities - All Database | Alert ID: 566639 | DB User Name: \ user288;12.02.2026 21:31;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
appuser;Alert Description: Authorized User Changed | Alert ID: 529755 | DB User Name: \ user2;29.01.2026 03:09;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
appuser;Alert Description: KT Yakut Kritik Objeler | Alert ID: 565393 | DB User Name: \ user317;17.08.2026 15:31;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser60;Alert Description: KT Yakut Kritik Objeler | Alert ID: 572414 | DB User Name: \ user165;1.11.2025 18:43;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
dbuser34;Alert Description: KT Yakut Kritik Objeler | Alert ID: 581792 | DB User Name: \ user391;16.08.2026 09:56;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
appuser;DENIZ Kritik Objeler;7.01.2026 19:58;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
audituser;Alert Description: Authorized User Changed | Alert ID: 577635 | DB User Name: \ user424;22.08.2026 01:06;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
scakici;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user175;24.01.2025 20:26;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
appuser;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user474;6.03.2025 08:24;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
dbuser42;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user193;15.10.2025 01:20;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
scakici;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user77;3.03.2026 10:17;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser87;Alert Description: Authorized User Changed | Alert ID: 556315 | DB User Name: \ user493;15.09.2026 00:21;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
dbuser96;SRVDNZ Kritik Objeler;19.11.2025 00:01;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
dbuser34;Alert Description: KT Yakut Kritik Objeler | Alert ID: 525189 | DB User Name: \ user489;9.03.2026 06:00;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
admin17;Alert Description: KT Yakut Kritik Objeler | Alert ID: 549573 | DB User Name: \ user491;29.04.2026 14:32;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;ATLAS Kritik Objeler;4.08.2026 15:57;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
appuser;Alert Description: Trigger Activities - All Database | Alert ID: 520221 | DB User Name: \ user351;26.07.2025 14:26;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
admin75;Alert Description: KT Yakut Kritik Objeler | Alert ID: 597591 | DB User Name: \ user275;28.09.2026 21:19;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
admin71;DENIZ Kritik Objeler;6.02.2025 10:52;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;ATLAS Kritik Objeler;22.01.2026 07:32;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
audituser;ATLAS Kritik Objeler;28.04.2026 05:28;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;DENIZ Kritik Objeler;9.10.2025 23:45;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
audituser;SRVDNZ Kritik Objeler;14.07.2025 11:02;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
appuser;ATLAS Kritik Objeler;17.07.2026 10:01;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;DENIZ Kritik Objeler;9.09.2025 13:33;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
rsayin;Alert Description: Authorized User Changed | Alert ID: 593793 | DB User Name: \ user303;23.04.2026 16:52;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;SRVDNZ Kritik Objeler;15.01.2025 09:04;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
dbuser40;Alert Description: KT Yakut Kritik Objeler | Alert ID: 516888 | DB User Name: \ user87;10.12.2026 11:13;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;Alert Description: KT Yakut Kritik Objeler | Alert ID: 581564 | DB User Name: \ user263;21.02.2026 20:49;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
audituser;ATLAS Kritik Objeler;21.05.2025 17:00;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
admin10;Alert Description: KT Yakut Kritik Objeler | Alert ID: 505026 | DB User Name: \ user132;8.09.2026 16:08;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;Alert Description: Trigger Activities - All Database | Alert ID: 532130 | DB User Name: \ user144;21.03.2026 14:48;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
scakici;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user53;24.04.2025 07:32;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
admin80;Alert Description: Trigger Activities - All Database | Alert ID: 529124 | DB User Name: \ user374;24.07.2025 05:15;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
appuser;SRVDNZ Kritik Objeler;7.07.2026 20:02;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
appuser;Alert Description: Trigger Activities - All Database | Alert ID: 595386 | DB User Name: \ user341;13.05.2026 15:27;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;Alert Description: Authorized User Changed | Alert ID: 572271 | DB User Name: \ user143;14.12.2026 12:58;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
appuser;Alert Description: KT Yakut Kritik Objeler | Alert ID: 508887 | DB User Name: \ user174;11.02.2025 06:09;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;Alert Description: Authorized User Changed | Alert ID: 547820 | DB User Name: \ user129;19.09.2025 13:53;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
scakici;Alert Description: KT Yakut Kritik Objeler | Alert ID: 567444 | DB User Name: \ user362;27.05.2026 22:58;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
appuser;ATLAS Kritik Objeler;30.08.2026 08:11;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;Alert Description: KT Yakut Kritik Objeler | Alert ID: 563674 | DB User Name: \ user472;21.07.2026 03:18;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
scakici;Alert Description: KT Yakut Kritik Objeler | Alert ID: 515689 | DB User Name: \ user73;31.01.2026 05:13;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
appuser;ATLAS Kritik Objeler;9.11.2025 20:15;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
dbuser9;DENIZ Kritik Objeler;28.07.2026 07:37;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
appuser;DENIZ Kritik Objeler;17.04.2025 10:32;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
scakici;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user242;17.11.2025 10:30;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
scakici;Alert Description: Authorized User Changed | Alert ID: 501556 | DB User Name: \ user245;28.10.2026 03:15;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
audituser;DENIZ Kritik Objeler;4.05.2026 00:03;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;Alert Description: Authorized User Changed | Alert ID: 518450 | DB User Name: \ user189;6.04.2026 03:19;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
keskinme;Alert Description: Trigger Activities - All Database | Alert ID: 508047 | DB User Name: \ user477;22.02.2026 17:35;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
admin39;Alert Description: Authorized User Changed | Alert ID: 552105 | DB User Name: \ user105;8.03.2025 13:32;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
dbuser89;DENIZ Kritik Objeler;14.09.2025 09:06;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
dbuser65;Alert Description: Authorized User Changed | Alert ID: 559882 | DB User Name: \ user227;21.05.2025 03:10;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
keskinme;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user13;2.01.2026 14:22;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;SRVDNZ Kritik Objeler;7.09.2026 06:48;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
appuser;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user270;31.08.2025 21:40;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;ATLAS Kritik Objeler;26.02.2026 04:29;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;DENIZ Kritik Objeler;28.04.2025 18:05;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
audituser;SRVDNZ Kritik Objeler;30.07.2026 19:52;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser63;ATLAS Kritik Objeler;10.01.2026 19:56;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
appuser;Alert Description: KT Yakut Kritik Objeler | Alert ID: 595413 | DB User Name: \ user487;2.07.2025 06:30;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
scakici;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user490;10.12.2025 04:34;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
admin72;Alert Description: KT Yakut Kritik Objeler | Alert ID: 591341 | DB User Name: \ user164;24.07.2025 05:32;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
dbuser22;ATLAS Kritik Objeler;7.12.2026 17:49;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user483;10.05.2026 05:31;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;ATLAS Kritik Objeler;18.03.2025 06:42;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
audituser;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user87;7.01.2025 20:47;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;DENIZ Kritik Objeler;8.06.2026 20:45;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;Alert Description: Trigger Activities - All Database | Alert ID: 514745 | DB User Name: \ user443;11.09.2025 19:03;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
admin27;DENIZ Kritik Objeler;10.12.2025 13:20;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
audituser;Alert Description: KT Yakut Kritik Objeler | Alert ID: 594060 | DB User Name: \ user347;12.05.2026 20:31;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser87;ATLAS Kritik Objeler;25.05.2026 07:07;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
keskinme;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user183;4.12.2025 04:54;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser5;Alert Description: Trigger Activities - All Database | Alert ID: 503422 | DB User Name: \ user377;15.09.2026 20:23;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
admin65;Alert Description: KT Yakut Kritik Objeler | Alert ID: 557068 | DB User Name: \ user27;1.03.2025 19:33;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
dbuser62;Alert Description: KT Yakut Kritik Objeler | Alert ID: 596719 | DB User Name: \ user199;16.09.2025 04:46;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;Alert Description: Trigger Activities - All Database | Alert ID: 543211 | DB User Name: \ user1;12.12.2025 08:05;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
admin63;ATLAS Kritik Objeler;27.02.2026 09:37;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;Alert Description: Authorized User Changed | Alert ID: 583276 | DB User Name: \ user421;23.11.2026 01:15;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
audituser;Alert Description: Authorized User Changed | Alert ID: 547867 | DB User Name: \ user463;16.03.2026 01:24;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
keskinme;Alert Description: KT Yakut Kritik Objeler | Alert ID: 502706 | DB User Name: \ user497;20.04.2026 09:54;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
rsayin;Alert Description: Trigger Activities - All Database | Alert ID: 542932 | DB User Name: \ user137;26.06.2025 17:32;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
admin23;Alert Description: Trigger Activities - All Database | Alert ID: 523687 | DB User Name: \ user79;14.11.2025 09:16;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
tyilmaz;ATLAS Kritik Objeler;13.01.2026 00:27;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
audituser;ATLAS Kritik Objeler;29.09.2025 11:46;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
admin43;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user84;18.11.2025 17:39;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
keskinme;DENIZ Kritik Objeler;13.07.2026 13:25;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
scakici;Alert Description: Authorized User Changed | Alert ID: 532324 | DB User Name: \ user397;5.11.2025 23:09;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;Alert Description: Authorized User Changed | Alert ID: 577990 | DB User Name: \ user458;26.02.2025 07:51;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;Alert Description: Authorized User Changed | Alert ID: 564014 | DB User Name: \ user358;7.10.2026 17:56;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;DENIZ Kritik Objeler;5.11.2025 05:19;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
appuser;Alert Description: Authorized User Changed | Alert ID: 555104 | DB User Name: \ user449;20.02.2026 20:12;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
dbuser40;Alert Description: KT Yakut Kritik Objeler | Alert ID: 526677 | DB User Name: \ user161;14.08.2025 10:26;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser40;Alert Description: Authorized User Changed | Alert ID: 522229 | DB User Name: \ user123;25.07.2025 03:03;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
scakici;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user55;29.04.2025 05:54;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
audituser;Alert Description: KT Yakut Kritik Objeler | Alert ID: 591506 | DB User Name: \ user1;4.11.2026 06:45;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user26;28.06.2026 16:50;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
admin79;SRVDNZ Kritik Objeler;8.12.2026 02:57;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;DENIZ Kritik Objeler;26.06.2025 08:24;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
audituser;ATLAS Kritik Objeler;27.10.2025 10:28;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;DENIZ Kritik Objeler;25.11.2025 13:17;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
admin1;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user334;13.04.2025 09:13;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
admin10;SRVDNZ Kritik Objeler;5.12.2025 18:53;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
appuser;Alert Description: Authorized User Changed | Alert ID: 573082 | DB User Name: \ user68;8.07.2025 01:43;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
dbuser30;Alert Description: Trigger Activities - All Database | Alert ID: 566295 | DB User Name: \ user258;14.12.2026 22:02;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
dbuser95;SRVDNZ Kritik Objeler;27.04.2026 16:59;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;Alert Description: Authorized User Changed | Alert ID: 540217 | DB User Name: \ user419;20.02.2026 02:28;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
tyilmaz;ATLAS Kritik Objeler;29.11.2026 08:13;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
keskinme;Alert Description: Authorized User Changed | Alert ID: 537505 | DB User Name: \ user339;3.05.2026 16:12;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
scakici;DENIZ Kritik Objeler;23.01.2025 14:18;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
scakici;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user382;20.10.2026 23:38;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;SRVDNZ Kritik Objeler;14.07.2026 14:14;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;Alert Description: Authorized User Changed | Alert ID: 540730 | DB User Name: \ user311;12.03.2026 14:54;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
admin69;ATLAS Kritik Objeler;25.09.2025 23:05;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
rsayin;Alert Description: Trigger Activities - All Database | Alert ID: 576891 | DB User Name: \ user84;7.11.2025 02:08;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
tyilmaz;Alert Description: Trigger Activities - All Database | Alert ID: 559165 | DB User Name: \ user108;21.12.2026 19:15;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
rsayin;SRVDNZ Kritik Objeler;14.10.2026 19:50;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
rsayin;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user308;27.09.2026 05:10;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;Alert Description: KT Yakut Kritik Objeler | Alert ID: 550246 | DB User Name: \ user34;9.09.2026 09:34;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
tyilmaz;DENIZ Kritik Objeler;12.04.2026 18:30;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
scakici;Alert Description: KT Yakut Kritik Objeler | Alert ID: 510981 | DB User Name: \ user194;18.04.2025 13:28;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser8;ATLAS Kritik Objeler;17.05.2025 00:27;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;Alert Description: Trigger Activities - All Database | Alert ID: 569067 | DB User Name: \ user355;18.07.2026 11:34;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
admin6;SRVDNZ Kritik Objeler;18.11.2026 19:51;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
keskinme;Alert Description: Trigger Activities - All Database | Alert ID: 550485 | DB User Name: \ user215;13.06.2026 08:38;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
rsayin;SRVDNZ Kritik Objeler;3.07.2026 20:31;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
dbuser37;SRVDNZ Kritik Objeler;8.09.2025 18:29;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
audituser;ATLAS Kritik Objeler;17.07.2026 22:26;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
appuser;ATLAS Kritik Objeler;13.04.2025 04:24;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
keskinme;Alert Description: KT Yakut Kritik Objeler | Alert ID: 520726 | DB User Name: \ user217;20.12.2025 05:34;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
appuser;DENIZ Kritik Objeler;5.09.2025 07:49;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
keskinme;ATLAS Kritik Objeler;9.02.2026 10:03;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;Medium
audituser;Alert Description: Authorized User Changed | Alert ID: 586057 | DB User Name: \ user435;17.12.2025 17:48;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Low
keskinme;Alert Description: Authorized User Changed | Alert ID: 539762 | DB User Name: \ user114;23.04.2026 10:47;Veri Güvenliði Yönetimi;Deneme amaçlý sentetik kayýttýr.;Low
rsayin;Splunk Alert Description: DB Failed Login Alert | DB User Name: \ user327;2.03.2026 17:09;Kimlik Eriþim Yönetimi;Deneme amaçlý sentetik kayýttýr.;High
rsayin;Alert Description: Trigger Activities - All Database | Alert ID: 505524 | DB User Name: \ user237;17.06.2026 06:26;SOC Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;High
audituser;ATLAS Kritik Objeler;23.06.2026 13:56;BT Operasyonlarý;Deneme amaçlý sentetik kayýttýr.;Medium
